user_id,seed_ids,holdout_ids,seed_titles,wanted_categories,wanted_mechanics,title_recall@5,title_ndcg@5,trait_recall@5,trait_ndcg@5,combined_recall@5,combined_ndcg@5,title_recall@10,title_ndcg@10,trait_recall@10,trait_ndcg@10,combined_recall@10,combined_ndcg@10,title_recall@20,title_ndcg@20,trait_recall@20,trait_ndcg@20,combined_recall@20,combined_ndcg@20
-snarf-,"[167791, 162886, 129622]","[204583, 163412, 175117]","['Terraforming Mars', 'Spirit Island', 'Love Letter']","['environmental', 'renaissance']","['hand management', 'set collection']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.11480929472601784,0.0,0.0,0.0,0.0
-toni-,"[17030, 11330, 20772]","[20445, 6824, 56410]","['Anno Domini: Lifestyle', 'Jass', 'King of Chicago']","['card game', 'bluffing']","['action points', 'area movement']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-xXx-,"[822, 13, 30549]","[3076, 14996, 2651]","['Carcassonne', 'Catan', 'Pandemic']","['city building', 'economic']","['trading', 'action points']",0.3333333333333333,0.20210734650054757,0.0,0.0,0.3333333333333333,0.2960819109658652,0.3333333333333333,0.20210734650054757,0.0,0.0,0.3333333333333333,0.2960819109658652,0.6666666666666666,0.3253631856932711,0.0,0.0,0.6666666666666666,0.4046627840668988
...Hammer,"[822, 30549, 68448]","[167791, 169786, 230802]","['Carcassonne', 'Pandemic', '7 Wonders']","['city building', 'ancient']","['hand management', 'set collection']",0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1480409554829326,0.0,0.0,0.6666666666666666,0.3084274278260313,1.0,0.37789952578408936,0.0,0.0,0.6666666666666666,0.3084274278260313
.JcK.,"[22684, 9801, 9174]","[822, 3076, 14996]","['Race the Wind', 'Ostrakon', 'Leonardo']","['card game', 'economic']","['roll / spin and move', 'set collection']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0 1 1 2 3 5 8,"[212487, 191285, 1306]","[18870, 9209, 70323]","['AFFLICTION: Salem 1692', 'Less: Like Chess but Less!', 'Krakatoa']","['abstract strategy', 'action / dexterity']","['card drafting', 'dice rolling']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1309019901681972,0.0,0.0
000Ryuk000,"[31294, 822, 70323]","[50, 41114, 181304]","['Dead End', 'Carcassonne', 'King of Tokyo']","['card game', 'city building']","['card drafting', 'area majority / influence']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000undo000,"[31968, 30549, 148228]","[9209, 70323, 14996]","['Abalone Quattro', 'Pandemic', 'Splendor']","['abstract strategy', 'card game']","['set collection', 'action points']",0.3333333333333333,0.23463936301137822,0.0,0.0,0.3333333333333333,0.20210734650054757,0.6666666666666666,0.40179981797758046,0.0,0.0,0.3333333333333333,0.20210734650054757,1.0,0.5166091127035983,0.0,0.0,1.0,0.43954268380428796
0010,"[256701, 284107, 266747]","[13, 178900, 163412]","['Fluff', 'Zodiac Clash', 'Challenge of the Superfriends Card Game']","['abstract strategy', 'bluffing']","['area majority / influence', 'betting and bluffing']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
007King_Kong,"[13, 30549, 9209]","[36218, 40692, 70323]","['Catan', 'Pandemic', 'Ticket to Ride']","['economic', 'medical']","['hand management', 'network and route building']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4592386704062355,0.0,0.0,0.3333333333333333,0.13565197343244778,1.0,0.4592386704062355,0.0,0.0,0.6666666666666666,0.2481908622279154
007Mrbond,"[30549, 9209, 148228]","[36218, 174430, 70323]","['Pandemic', 'Ticket to Ride', 'Splendor']","['card game', 'economic']","['set collection', 'card drafting']",0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3084274278260313,0.0,0.0,0.3333333333333333,0.13565197343244778,0.6666666666666666,0.3084274278260313,0.0,0.0,0.6666666666666666,0.2529716549381369
007_ulf,"[191067, 290982, 211453]","[147563, 174430, 70323]","[""Zock 'n' Roll"", 'Roll Estate', 'Ecogon']","['dice', 'animals']","['dice rolling', 'paper-and-pencil']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00Bogey,"[272215, 70323, 822]","[13, 478, 178900]","['Glory', 'King of Tokyo', 'Carcassonne']","['city building', 'dice']","['dice rolling', 'area majority / influence']",0.6666666666666666,0.6508205185601091,0.0,0.0,0.3333333333333333,0.46927872602275644,0.6666666666666666,0.6508205185601091,0.0,0.0,0.6666666666666666,0.6105456988825855,0.6666666666666666,0.6508205185601091,0.0,0.0,0.6666666666666666,0.6105456988825855
00McCracken,"[30549, 13, 167791]","[205059, 169786, 2651]","['Pandemic', 'Catan', 'Terraforming Mars']","['economic', 'environmental']","['hand management', 'hexagon grid']",0.0,0.0,0.0,0.0,0.3333333333333333,0.20210734650054757,0.0,0.0,0.0,0.0,0.3333333333333333,0.20210734650054757,0.3333333333333333,0.1125388887954676,0.0,0.0,0.3333333333333333,0.20210734650054757
00arak00,"[321713, 13, 174430]","[148228, 69789, 201921]","['Quest Calendar: The Dragon Staff of Maladoria', 'Catan', 'Gloomhaven']","['fantasy', 'adventure']","['dice rolling', 'hexagon grid']",0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.13565197343244778,0.0,0.0,0.0,0.0,0.3333333333333333,0.13565197343244778,0.0,0.0,0.0,0.0
00daniel00,"[822, 13, 50]","[181, 36218, 30549]","['Carcassonne', 'Catan', 'Lost Cities']","['card game', 'city building']","['area majority / influence', 'dice rolling']",0.3333333333333333,0.46927872602275644,0.0,0.0,0.0,0.0,0.6666666666666666,0.617319681505689,0.0,0.0,0.6666666666666666,0.2769189462922768,0.6666666666666666,0.617319681505689,0.0,0.0,0.6666666666666666,0.2769189462922768
00matej00,"[127648, 119500, 194575]","[121921, 167791, 15987]","['Black Stories: Sex and Crime Edition', 'Wanna Bet?', 'Loża Szyderców']","['humor', 'party game']","['betting and bluffing', 'card drafting']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00schneider,"[110327, 96848, 104162]","[121921, 146021, 100423]","['Lords of Waterdeep', 'Mage Knight Board Game', 'Descent: Journeys in the Dark (Second Edition)']","['fantasy', 'adventure']","['cooperative game', 'dice rolling']",0.0,0.0,0.3333333333333333,0.23463936301137822,0.0,0.0,0.0,0.0,0.3333333333333333,0.23463936301137822,0.0,0.0,0.0,0.0,0.6666666666666666,0.36145637984377177,0.0,0.0
00skip,"[34635, 121921, 102794]","[146508, 177736, 170216]","['Stone Age', 'Robinson Crusoe: Adventures on the Cursed Island', 'Caverna: The Cave Farmers']","['economic', 'adventure']","['worker placement', 'dice rolling']",0.0,0.0,0.3333333333333333,0.20210734650054757,0.0,0.0,0.0,0.0,0.3333333333333333,0.20210734650054757,0.0,0.0,0.0,0.0,0.3333333333333333,0.20210734650054757,0.0,0.0
00vito,"[93577, 36973, 37683]","[822, 30549, 178900]","['Rocket Jockey', 'The Office DVD Board Game', 'Hogwarts: House Cup Challenge']","['movies / tv / radio theme', 'adventure']","['hand management', 'pick-up and deliver']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.12681701683239352
00zaphod,"[2121, 40692, 478]","[43111, 110327, 15987]","['The Sword and the Stars', 'Small World', 'Citadels']","['fantasy', 'bluffing']","['variable player powers', 'action drafting']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
010Dennis,"[166931, 12291, 7067]","[19978, 22259, 17021]","['Ghost Blaster', 'Animal Party', 'Schloss Schlotterstein']","[""children's game"", 'action / dexterity']","['dice rolling', 'cooperative game']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01151125,"[256700, 269766, 260980]","[230802, 148228, 178900]","['Wonderland Xiii', 'Soulaween', 'Power On!']","['card game', 'fantasy']","['card drafting', 'hand management']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
015599m,"[107649, 13682, 822]","[50, 9209, 39856]","['Catch a Falling Star', 'Travel Clue', 'Carcassonne']","['action / dexterity', 'bluffing']","['area majority / influence', 'hand management']",0.3333333333333333,0.23463936301137822,0.0,0.0,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.23463936301137822,0.0,0.0,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.23463936301137822,0.0,0.0,0.3333333333333333,0.46927872602275644
01davie,"[120677, 129622, 146508]","[181279, 62871, 175155]","['Terra Mystica', 'Love Letter', 'T.I.M.E Stories']","['adventure', 'card game']","['variable player powers', 'cooperative game']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01hejazi,"[13, 68448, 822]","[36218, 148228, 178900]","['Catan', '7 Wonders', 'Carcassonne']","['city building', 'economic']","['area majority / influence', 'dice rolling']",0.3333333333333333,0.20210734650054757,0.0,0.0,0.0,0.0,1.0,0.49141527484330916,0.0,0.0,0.3333333333333333,0.1480409554829326,1.0,0.49141527484330916,0.0,0.0,1.0,0.3921776538210152
01josepe,"[254230, 161936, 131357]","[174430, 157969, 148943]","['Thieves', 'Pandemic Legacy: Season 1', 'Coup']","['abstract strategy', 'bluffing']","['variable player powers', 'action points']",0.3333333333333333,0.23463936301137822,0.0,0.0,0.3333333333333333,0.2960819109658652,0.3333333333333333,0.23463936301137822,0.0,0.0,0.3333333333333333,0.2960819109658652,0.3333333333333333,0.23463936301137822,0.0,0.0,0.3333333333333333,0.2960819109658652
01lwilliams,"[24118, 29118, 3371]","[15987, 822, 220]","['Pictionary Mania', 'Exalted: War for the Throne', 'September']","['abstract strategy', 'fantasy']","['acting', 'area movement']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01neo01,"[35294, 823, 77423]","[90137, 8203, 2471]","['Indiana Jones DVD Adventure Game', 'The Lord of the Rings', 'The Lord of the Rings: The Card Game']","['adventure', 'fantasy']","['cooperative game', 'hand management']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01schafi,"[23402, 30549, 169786]","[822, 36218, 129622]","['Die unendliche Geschichte', 'Pandemic', 'Scythe']","['adventure', 'economic']","['variable player powers', 'action drafting']",0.3333333333333333,0.46927872602275644,0.0,0.0,0.0,0.0,0.6666666666666666,0.6105456988825855,0.0,0.0,0.3333333333333333,0.16716045496620227,1.0,0.7278653803882745,0.0,0.0,1.0,0.39244214465131755
0201strong,"[30549, 36218, 129622]","[68448, 31260, 173346]","['Pandemic', 'Dominion', 'Love Letter']","['card game', 'deduction']","['hand management', 'action points']",0.3333333333333333,0.20210734650054757,0.0,0.0,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.20210734650054757,0.0,0.0,0.3333333333333333,0.46927872602275644,1.0,0.4414632521284087,0.0,0.0,1.0,0.7126502210135313
020907,"[5383, 4916, 4914]","[3309, 8285, 6228]","[""MechWar '77: Tactical Armored Combat in the 1970's"", 'Great War at Sea: 1904-1905, The Russo-Japanese War', 'Great War at Sea: 1898, The Spanish American War']","['wargame', 'nautical']","['dice rolling', 'hexagon grid']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0321,"[12424, 70323, 40692]","[13, 65244, 178900]","['Daring Eagle', 'King of Tokyo', 'Small World']","['fighting', 'dice']","['area movement', 'dice rolling']",0.3333333333333333,0.2960819109658652,0.0,0.0,0.3333333333333333,0.2960819109658652,0.6666666666666666,0.4632423659320675,0.0,0.0,0.3333333333333333,0.2960819109658652,0.6666666666666666,0.4632423659320675,0.0,0.0,0.6666666666666666,0.4269839011340625
0444287,"[169786, 266192, 120677]","[167791, 18602, 162886]","['Scythe', 'Wingspan', 'Terra Mystica']","['economic', 'territory building']","['end game bonuses', 'hexagon grid']",0.3333333333333333,0.2960819109658652,0.3333333333333333,0.20210734650054757,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.2960819109658652,0.3333333333333333,0.20210734650054757,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.2960819109658652,0.3333333333333333,0.20210734650054757,0.3333333333333333,0.46927872602275644
0447603,"[245598, 230802, 9209]","[822, 110327, 2453]","['Chessplus: Pure Genius', 'Azul', 'Ticket to Ride']","['abstract strategy', 'puzzle']","['end game bonuses', 'set collection']",0.3333333333333333,0.2960819109658652,0.0,0.0,0.0,0.0,0.3333333333333333,0.2960819109658652,0.0,0.0,0.3333333333333333,0.1480409554829326,0.3333333333333333,0.2960819109658652,0.0,0.0,0.3333333333333333,0.1480409554829326
0492372665,"[252892, 228234, 169786]","[230802, 120677, 173346]","['Here Comes the Dog', 'HATSUDEN', 'Scythe']","['action / dexterity', 'animals']","['action drafting', 'area majority / influence']",0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.14126697285982898,0.0,0.0,0.0,0.0,0.6666666666666666,0.25380586165529656,0.0,0.0,0.3333333333333333,0.10858087310103355
07734,"[282544, 272350, 260168]","[235427, 178900, 68448]","['Video Vortex', 'Beagle or Bagel?', 'Volleyball High']","['card game', 'adventure']","['variable player powers', 'deck, bag, and pool building']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07770,"[822, 173346, 163412]","[65244, 204583, 146021]","['Carcassonne', '7 Wonders Duel', 'Patchwork']","['city building', 'abstract strategy']","['card drafting', 'tile placement']",0.0,0.0,0.3333333333333333,0.20210734650054757,0.0,0.0,0.0,0.0,0.3333333333333333,0.20210734650054757,0.0,0.0,0.3333333333333333,0.10684080426179023,0.3333333333333333,0.20210734650054757,0.3333333333333333,0.12011565579805131
0781matt,"[822, 30869, 25554]","[31594, 25568, 35435]","['Carcassonne', 'Thebes', 'Notre Dame']","['ancient', 'city building']","['area majority / influence', 'point to point movement']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07cbdj,"[193417, 133534, 12333]","[42, 37111, 169786]","['Captains of the Golden Age', 'Sigismundus Augustus: Dei gratia rex Poloniae', 'Twilight Struggle']","['adventure', 'economic']","['area majority / influence', 'dice rolling']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0815Spieler,"[308970, 231624, 200836]","[13, 65244, 162886]","['A Touch of Evil: 10 Year Anniversary Edition', 'Exploriana', 'Da Yunhe: Der Grosse Kaiserkanal']","['adventure', 'animals']","['card drafting', 'area majority / influence']",0.3333333333333333,0.23463936301137822,0.0,0.0,0.0,0.0,0.3333333333333333,0.23463936301137822,0.0,0.0,0.0,0.0,0.3333333333333333,0.23463936301137822,0.0,0.0,0.0,0.0
096959,"[194960, 102792, 21123]","[8432, 11167, 11262]","['Brain Games', 'Zero', 'Monopoly: Disney/Pixar']","[""children's game"", 'economic']","['roll / spin and move', 'auction/bidding']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0BadMan0,"[126163, 181, 62871]","[1406, 188, 163745]","[""Tzolk'in: The Mayan Calendar"", 'Risk', 'Zombie Dice']","['ancient', 'civilization']","['dice rolling', 'area movement']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0CanuckEh,"[2942, 7746, 147020]","[10630, 21763, 82222]","['Admirals', 'Mountaineering', 'Star Realms']","['fighting', 'adventure']","['card drafting', 'cooperative game']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0Kage,"[292363, 10878, 283584]","[240096, 227425, 255272]","['Die of the Dead', 'Visual Game', 'GrandBois']","['dice', 'party game']","['area majority / influence', 'card drafting']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0NCK0,"[129622, 163412, 12333]","[173346, 167791, 35677]","['Love Letter', 'Patchwork', 'Twilight Struggle']","['abstract strategy', 'card game']","['hand management', 'action/event']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.23492495052406914,0.0,0.0,0.6666666666666666,0.25771900700059075
0Null0,"[3076, 131357, 3955]","[50381, 170042, 172242]","['Puerto Rico', 'Coup', 'BANG!']","['bluffing', 'card game']","['hidden roles', 'player elimination']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0Shea0,"[155700, 21809, 13]","[9209, 40692, 70323]","['Happy Birthday!', 'Apples to Apples: Bible Edition', 'Catan']","['card game', 'party game']","['dice rolling', 'hexagon grid']",0.3333333333333333,0.23463936301137822,0.0,0.0,0.3333333333333333,0.18154179253735267,0.6666666666666666,0.39106560501896365,0.0,0.0,0.6666666666666666,0.34870224750355494,1.0,0.5219675951871608,0.0,0.0,1.0,0.4755192643359485
0b1_Ita,"[108012, 153481, 172035]","[130229, 226256, 21219]","['Collapsible D: The Final Minutes of the Titanic', 'Cherry Picking', 'Thumbs Up!']","['card game', ""children's game""]","['area movement', 'pattern building']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0ddjob,"[33434, 822, 98778]","[163412, 25613, 12333]","['Funkenschlag: EnBW', 'Carcassonne', 'Hanabi']","['card game', 'city building']","['area majority / influence', 'auction/bidding']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.12011565579805131,0.0,0.0,0.3333333333333333,0.11480929472601784
0handle,"[21769, 205637, 27127]","[184151, 237, 4210]","['Talavera & Vimeiro', 'Arkham Horror: The Card Game', 'Montebello']","['napoleonic', 'wargame']","['hexagon grid', 'action points']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.13565197343244778,0.0,0.0,0.0,0.0,0.3333333333333333,0.13565197343244778,0.0,0.0
0hoHj,"[91668, 58696, 63829]","[237800, 243698, 3314]","['Avanti', 'Bugs', 'Irondale']","['card game', 'animals']","['hand management', 'ladder climbing']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0lexandr,"[178900, 163412, 36218]","[39856, 14996, 30549]","['Codenames', 'Patchwork', 'Dominion']","['card game', 'abstract strategy']","['card drafting', 'communication limits']",0.3333333333333333,0.23463936301137822,0.0,0.0,0.0,0.0,0.3333333333333333,0.23463936301137822,0.0,0.0,0.3333333333333333,0.13565197343244778,0.6666666666666666,0.3471782518068458,0.0,0.0,0.6666666666666666,0.2589078126251713
0lukasz0,"[822, 30549, 13]","[478, 31260, 36218]","['Carcassonne', 'Pandemic', 'Catan']","['city building', 'economic']","['trading', 'action points']",0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.15642624200758548,0.0,0.0,0.3333333333333333,0.14126697285982898,0.6666666666666666,0.27654189780563676,0.0,0.0,0.6666666666666666,0.2613826286578803
0megavirus,"[196256, 555, 822]","[478, 3086, 2205]","['TRIUMPH: A card-arranging strategy game', 'The Princes of Florence', 'Carcassonne']","['city building', 'card game']","['tile placement', 'area majority / influence']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0mida,"[13, 14996, 40692]","[39856, 822, 478]","['Catan', 'Ticket to Ride: Europe', 'Small World']","['economic', 'fantasy']","['dice rolling', 'network and route building']",0.3333333333333333,0.2960819109658652,0.0,0.0,0.3333333333333333,0.20210734650054757,0.3333333333333333,0.2960819109658652,0.0,0.0,0.3333333333333333,0.20210734650054757,0.3333333333333333,0.2960819109658652,0.0,0.0,0.3333333333333333,0.20210734650054757
0mikr0n,"[30549, 40692, 173346]","[129622, 68448, 822]","['Pandemic', 'Small World', '7 Wonders Duel']","['ancient', 'card game']","['set collection', 'variable player powers']",0.6666666666666666,0.7653606369886217,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.46927872602275644,0.6666666666666666,0.7653606369886217,0.3333333333333333,0.46927872602275644,0.6666666666666666,0.617319681505689,1.0,0.8921776538210152,0.3333333333333333,0.46927872602275644,1.0,0.7405755206984126
0minus,"[247034, 173346, 30549]","[161936, 110327, 65244]","['Rice Dice', '7 Wonders Duel', 'Pandemic']","['card game', 'ancient']","['set collection', 'action points']",0.0,0.0,0.0,0.0,0.3333333333333333,0.18154179253735267,0.0,0.0,0.0,0.0,0.3333333333333333,0.18154179253735267,0.3333333333333333,0.12325583919272352,0.0,0.0,0.3333333333333333,0.18154179253735267
0osquallo0,"[30549, 40692, 65244]","[1294, 100423, 40398]","['Pandemic', 'Small World', 'Forbidden Island']","['fantasy', 'adventure']","['variable player powers', 'action points']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0ptic,"[30549, 36218, 147020]","[1927, 178900, 54043]","['Pandemic', 'Dominion', 'Star Realms']","['card game', 'fighting']","['hand management', 'deck, bag, and pool building']",0.3333333333333333,0.18154179253735267,0.0,0.0,0.0,0.0,0.3333333333333333,0.18154179253735267,0.0,0.0,0.3333333333333333,0.14126697285982898,0.3333333333333333,0.18154179253735267,0.0,0.0,0.3333333333333333,0.14126697285982898
0rOmO0,"[131199, 822, 13]","[65244, 2653, 3076]","['Soluna', 'Carcassonne', 'Catan']","['abstract strategy', 'city building']","['area majority / influence', 'dice rolling']",0.3333333333333333,0.18154179253735267,0.0,0.0,0.3333333333333333,0.23463936301137822,0.3333333333333333,0.18154179253735267,0.0,0.0,0.3333333333333333,0.23463936301137822,0.3333333333333333,0.18154179253735267,0.0,0.0,0.3333333333333333,0.23463936301137822
0rlo,"[30549, 121921, 68448]","[115746, 77423, 96848]","['Pandemic', 'Robinson Crusoe: Adventures on the Cursed Island', '7 Wonders']","['adventure', 'ancient']","['variable player powers', 'cooperative game']",0.0,0.0,0.3333333333333333,0.20210734650054757,0.0,0.0,0.0,0.0,0.3333333333333333,0.20210734650054757,0.0,0.0,0.0,0.0,0.3333333333333333,0.20210734650054757,0.3333333333333333,0.10858087310103355
0sadnik,"[822, 1406, 8203]","[2651, 320, 50]","['Carcassonne', 'Monopoly', ""Hey, That's My Fish!""]","['abstract strategy', 'animals']","['area majority / influence', 'auction/bidding']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
